,pid,act,start,end,duration
15138,nts202300164503,home,0,748,748
15139,nts202300164503,work,748,1011,263
15140,nts202300164503,home,1011,1440,429
15141,nts202300164601,home,0,773,773
15142,nts202300164601,work,773,1111,338
15143,nts202300164601,home,1111,1440,329
15144,nts202300164701,home,0,1440,1440
15145,nts202300164901,home,0,874,874
15146,nts202300164901,work,874,1173,299
15147,nts202300164901,home,1173,1440,267
15148,nts202300165101,home,0,1440,1440
15149,nts202300165102,home,0,539,539
15150,nts202300165102,work,539,779,240
15151,nts202300165102,home,779,1440,661
15152,nts202300165103,home,0,1072,1072
15153,nts202300165103,work,1072,1187,115
15154,nts202300165103,home,1187,1440,253
15155,nts202300165104,home,0,668,668
15156,nts202300165104,work,668,842,174
15157,nts202300165104,shop,842,1033,191
15158,nts202300165104,home,1033,1440,407
15159,nts202300165105,home,0,569,569
15160,nts202300165105,work,569,916,347
15161,nts202300165105,home,916,1440,524
15162,nts202300165106,home,0,512,512
15163,nts202300165106,work,512,718,206
15164,nts202300165106,home,718,1440,722
15165,nts202300165201,home,0,492,492
15166,nts202300165201,work,492,659,167
15167,nts202300165201,home,659,1440,781
15168,nts202300165202,home,0,550,550
15169,nts202300165202,work,550,666,116
15170,nts202300165202,home,666,1440,774
15171,nts202300165203,home,0,851,851
15172,nts202300165203,escort,851,872,21
15173,nts202300165203,work,872,988,116
15174,nts202300165203,home,988,1440,452
15175,nts202300165204,home,0,976,976
15176,nts202300165204,work,976,1179,203
15177,nts202300165204,visit,1179,1288,109
15178,nts202300165204,home,1288,1440,152
15179,nts202300165205,home,0,292,292
15180,nts202300165205,work,292,464,172
15181,nts202300165205,other,464,826,362
15182,nts202300165205,visit,826,846,20
15183,nts202300165205,home,846,1440,594
15184,nts202300165301,home,0,512,512
15185,nts202300165301,work,512,1112,600
15186,nts202300165301,home,1112,1440,328
15187,nts202300165302,home,0,329,329
15188,nts202300165302,work,329,754,425
15189,nts202300165302,home,754,1440,686
15190,nts202300165303,home,0,538,538
15191,nts202300165303,escort,538,554,16
15192,nts202300165303,shop,554,578,24
15193,nts202300165303,home,578,1440,862
15194,nts202300165304,home,0,520,520
15195,nts202300165304,work,520,1120,600
15196,nts202300165304,home,1120,1440,320
15197,nts202300165305,home,0,1440,1440
15198,nts202300165306,home,0,486,486
15199,nts202300165306,work,486,1086,600
15200,nts202300165306,home,1086,1440,354
15201,nts202300165307,home,0,455,455
15202,nts202300165307,work,455,847,392
15203,nts202300165307,home,847,1440,593
15204,nts202300165601,home,0,389,389
15205,nts202300165601,work,389,989,600
15206,nts202300165601,home,989,1440,451
15207,nts202300165602,home,0,784,784
15208,nts202300165602,visit,784,865,81
15209,nts202300165602,shop,865,892,27
15210,nts202300165602,home,892,1440,548
15211,nts202300165603,home,0,604,604
15212,nts202300165603,medical,604,649,45
15213,nts202300165603,home,649,1440,791
15214,nts202300165604,home,0,1440,1440
15215,nts202300165605,home,0,396,396
15216,nts202300165605,work,396,920,524
15217,nts202300165605,home,920,1440,520
15218,nts202300165701,home,0,309,309
15219,nts202300165701,work,309,843,534
15220,nts202300165701,home,843,1440,597
15221,nts202300165702,home,0,1125,1125
15222,nts202300165702,escort,1125,1311,186
15223,nts202300165702,home,1311,1440,129
15224,nts202300165703,home,0,915,915
15225,nts202300165703,work,915,1245,330
15226,nts202300165703,home,1245,1440,195
15227,nts202300165704,home,0,315,315
15228,nts202300165704,escort,315,381,66
15229,nts202300165704,other,381,413,32
15230,nts202300165704,work,413,768,355
15231,nts202300165704,home,768,1440,672
15232,nts202300165705,home,0,1440,1440
15233,nts202300165706,home,0,425,425
15234,nts202300165706,visit,425,539,114
15235,nts202300165706,home,539,1440,901
15236,nts202300165707,home,0,933,933
15237,nts202300165707,visit,933,968,35
15238,nts202300165707,medical,968,1054,86
15239,nts202300165707,home,1054,1440,386
15240,nts202300165801,home,0,427,427
15241,nts202300165801,work,427,608,181
15242,nts202300165801,home,608,1440,832
15243,nts202300165802,home,0,1440,1440
15244,nts202300165901,home,0,560,560
15245,nts202300165901,medical,560,680,120
15246,nts202300165901,home,680,1440,760
15247,nts202300165902,home,0,1440,1440
15248,nts202300165903,home,0,899,899
15249,nts202300165903,work,899,1054,155
15250,nts202300165903,home,1054,1440,386
15251,nts202300165904,home,0,455,455
15252,nts202300165904,work,455,775,320
15253,nts202300165904,home,775,1440,665
15254,nts202300165905,home,0,759,759
15255,nts202300165905,visit,759,935,176
15256,nts202300165905,home,935,1440,505
15257,nts202300165906,home,0,630,630
15258,nts202300165906,work,630,814,184
15259,nts202300165906,home,814,1440,626
15260,nts202300165907,home,0,443,443
15261,nts202300165907,work,443,617,174
15262,nts202300165907,home,617,1440,823
15263,nts202300166101,home,0,602,602
15264,nts202300166101,work,602,879,277
15265,nts202300166101,home,879,1440,561
15266,nts202300166102,home,0,650,650
15267,nts202300166102,shop,650,826,176
15268,nts202300166102,medical,826,836,10
15269,nts202300166102,visit,836,846,10
15270,nts202300166102,home,846,1440,594
15271,nts202300166103,home,0,715,715
15272,nts202300166103,work,715,923,208
15273,nts202300166103,home,923,1440,517
15274,nts202300166104,home,0,612,612
15275,nts202300166104,work,612,736,124
15276,nts202300166104,home,736,1440,704
15277,nts202300166201,home,0,1170,1170
15278,nts202300166201,work,1170,1380,210
15279,nts202300166201,home,1380,1440,60
15280,nts202300166202,home,0,686,686
15281,nts202300166202,work,686,964,278
15282,nts202300166202,home,964,1440,476
15283,nts202300166203,home,0,431,431
15284,nts202300166203,work,431,750,319
15285,nts202300166203,visit,750,861,111
15286,nts202300166203,home,861,1440,579
15287,nts202300166204,home,0,565,565
15288,nts202300166204,work,565,800,235
15289,nts202300166204,home,800,1440,640
15290,nts202300166301,home,0,863,863
15291,nts202300166301,work,863,1099,236
15292,nts202300166301,home,1099,1440,341
15293,nts202300166302,home,0,508,508
15294,nts202300166302,work,508,934,426
15295,nts202300166302,home,934,1440,506
15296,nts202300166303,home,0,1440,1440
15297,nts202300166304,home,0,774,774
15298,nts202300166304,medical,774,1040,266
15299,nts202300166304,work,1040,1224,184
15300,nts202300166304,home,1224,1440,216
15301,nts202300166305,home,0,1440,1440
15302,nts202300166306,home,0,742,742
15303,nts202300166306,medical,742,790,48
15304,nts202300166306,visit,790,846,56
15305,nts202300166306,shop,846,894,48
15306,nts202300166306,home,894,1440,546
15307,nts202300166401,home,0,359,359
15308,nts202300166401,work,359,959,600
15309,nts202300166401,home,959,1440,481
15310,nts202300166402,home,0,493,493
15311,nts202300166402,work,493,1093,600
15312,nts202300166402,home,1093,1440,347
15313,nts202300166404,home,0,665,665
15314,nts202300166404,shop,665,684,19
15315,nts202300166404,visit,684,792,108
15316,nts202300166404,home,792,1440,648
15317,nts202300166405,home,0,473,473
15318,nts202300166405,work,473,1073,600
15319,nts202300166405,home,1073,1440,367
15320,nts202300166406,home,0,494,494
15321,nts202300166406,work,494,796,302
15322,nts202300166406,other,796,953,157
15323,nts202300166406,home,953,1440,487
15324,nts202300166407,home,0,408,408
15325,nts202300166407,work,408,1008,600
15326,nts202300166407,home,1008,1440,432
15327,nts202300166501,home,0,897,897
15328,nts202300166501,work,897,1187,290
15329,nts202300166501,home,1187,1440,253
15330,nts202300166502,home,0,677,677
15331,nts202300166502,escort,677,712,35
15332,nts202300166502,medical,712,821,109
15333,nts202300166502,home,821,1440,619
15334,nts202300166503,home,0,597,597
15335,nts202300166503,escort,597,678,81
15336,nts202300166503,visit,678,773,95
15337,nts202300166503,other,773,783,10
15338,nts202300166503,home,783,1440,657
15339,nts202300166504,home,0,473,473
15340,nts202300166504,escort,473,531,58
15341,nts202300166504,home,531,1440,909
15342,nts202300166601,home,0,663,663
15343,nts202300166601,medical,663,839,176
15344,nts202300166601,home,839,1440,601
15345,nts202300166602,home,0,492,492
15346,nts202300166602,work,492,765,273
15347,nts202300166602,home,765,1440,675
15348,nts202300166603,home,0,504,504
15349,nts202300166603,work,504,1038,534
15350,nts202300166603,home,1038,1440,402
15351,nts202300166604,home,0,1440,1440
15352,nts202300166605,home,0,487,487
15353,nts202300166605,work,487,935,448
15354,nts202300166605,home,935,1440,505
15355,nts202300166606,home,0,468,468
15356,nts202300166606,work,468,804,336
15357,nts202300166606,other,804,1002,198
15358,nts202300166606,home,1002,1440,438
15359,nts202300166701,home,0,736,736
15360,nts202300166701,other,736,789,53
15361,nts202300166701,home,789,1440,651
15362,nts202300166702,home,0,1440,1440
15363,nts202300166703,home,0,767,767
15364,nts202300166703,visit,767,922,155
15365,nts202300166703,escort,922,938,16
15366,nts202300166703,home,938,1440,502
15367,nts202300166704,home,0,928,928
15368,nts202300166704,work,928,1041,113
15369,nts202300166704,home,1041,1440,399
15370,nts202300166801,home,0,1440,1440
15371,nts202300166802,home,0,454,454
15372,nts202300166802,work,454,688,234
15373,nts202300166802,home,688,1440,752
15374,nts202300166803,home,0,436,436
15375,nts202300166803,work,436,853,417
15376,nts202300166803,home,853,1440,587
15377,nts202300166901,home,0,1440,1440
15378,nts202300166902,home,0,676,676
15379,nts202300166902,escort,676,768,92
15380,nts202300166902,medical,768,852,84
15381,nts202300166902,home,852,1440,588
15382,nts202300166903,home,0,1440,1440
15383,nts202300166904,home,0,899,899
15384,nts202300166904,work,899,1215,316
15385,nts202300166904,home,1215,1440,225
15386,nts202300166905,home,0,1440,1440
15387,nts202300167001,home,0,459,459
15388,nts202300167001,work,459,809,350
15389,nts202300167001,home,809,1440,631
15390,nts202300167101,home,0,446,446
15391,nts202300167101,work,446,770,324
15392,nts202300167101,home,770,1440,670
15393,nts202300167102,home,0,425,425
15394,nts202300167102,work,425,684,259
15395,nts202300167102,home,684,1440,756
15396,nts202300167103,home,0,361,361
15397,nts202300167103,work,361,688,327
15398,nts202300167103,home,688,1440,752
15399,nts202300167104,home,0,384,384
15400,nts202300167104,escort,384,416,32
15401,nts202300167104,work,416,747,331
15402,nts202300167104,home,747,1440,693
15403,nts202300167105,home,0,735,735
15404,nts202300167105,escort,735,745,10
15405,nts202300167105,home,745,1440,695
15406,nts202300167106,home,0,585,585
15407,nts202300167106,work,585,943,358
15408,nts202300167106,home,943,1440,497
15409,nts202300167107,home,0,491,491
15410,nts202300167107,work,491,870,379
15411,nts202300167107,home,870,1440,570
15412,nts202300167201,home,0,1122,1122
15413,nts202300167201,shop,1122,1203,81
15414,nts202300167201,visit,1203,1253,50
15415,nts202300167201,medical,1253,1290,37
15416,nts202300167201,home,1290,1440,150
15417,nts202300167301,home,0,775,775
15418,nts202300167301,work,775,1071,296
15419,nts202300167301,visit,1071,1267,196
15420,nts202300167301,home,1267,1440,173
15421,nts202300167302,home,0,376,376
15422,nts202300167302,work,376,976,600
15423,nts202300167302,home,976,1440,464
15424,nts202300167304,home,0,780,780
15425,nts202300167304,work,780,1380,600
15426,nts202300167304,home,1380,1440,60
15427,nts202300167801,home,0,515,515
15428,nts202300167801,work,515,797,282
15429,nts202300167801,home,797,1440,643
15430,nts202300167803,home,0,1440,1440
15431,nts202300167901,home,0,989,989
15432,nts202300167901,other,989,1077,88
15433,nts202300167901,visit,1077,1129,52
15434,nts202300167901,home,1129,1440,311
15435,nts202300167903,home,0,1440,1440
15436,nts202300168001,home,0,421,421
15437,nts202300168001,work,421,984,563
15438,nts202300168001,home,984,1440,456
15439,nts202300168002,home,0,363,363
15440,nts202300168002,work,363,720,357
15441,nts202300168002,home,720,1440,720
15442,nts202300168003,home,0,489,489
15443,nts202300168003,escort,489,665,176
15444,nts202300168003,home,665,1440,775
15445,nts202300168004,home,0,528,528
15446,nts202300168004,work,528,978,450
15447,nts202300168004,home,978,1440,462
15448,nts202300168101,home,0,556,556
15449,nts202300168101,work,556,958,402
15450,nts202300168101,home,958,1440,482
15451,nts202300168102,home,0,742,742
15452,nts202300168102,work,742,959,217
15453,nts202300168102,home,959,1440,481
15454,nts202300168103,home,0,871,871
15455,nts202300168103,work,871,1170,299
15456,nts202300168103,home,1170,1440,270
15457,nts202300168201,home,0,544,544
15458,nts202300168201,work,544,761,217
15459,nts202300168201,shop,761,852,91
15460,nts202300168201,home,852,1440,588
15461,nts202300168202,home,0,1440,1440
15462,nts202300168203,home,0,465,465
15463,nts202300168203,visit,465,523,58
15464,nts202300168203,home,523,1440,917
15465,nts202300168301,home,0,512,512
15466,nts202300168301,work,512,1112,600
15467,nts202300168301,home,1112,1440,328
15468,nts202300168302,home,0,856,856
15469,nts202300168302,other,856,961,105
15470,nts202300168302,home,961,1440,479
15471,nts202300168303,home,0,417,417
15472,nts202300168303,work,417,1017,600
15473,nts202300168303,home,1017,1440,423
15474,nts202300168304,home,0,438,438
15475,nts202300168304,work,438,762,324
15476,nts202300168304,home,762,1440,678
15477,nts202300168305,home,0,411,411
15478,nts202300168305,work,411,875,464
15479,nts202300168305,home,875,1440,565
15480,nts202300168306,home,0,378,378
15481,nts202300168306,work,378,978,600
15482,nts202300168306,home,978,1440,462
15483,nts202300168307,home,0,579,579
15484,nts202300168307,medical,579,602,23
15485,nts202300168307,home,602,1440,838
15486,nts202300168401,home,0,1440,1440
15487,nts202300168501,home,0,480,480
15488,nts202300168501,work,480,738,258
15489,nts202300168501,home,738,1440,702
15490,nts202300168505,home,0,538,538
15491,nts202300168505,shop,538,714,176
15492,nts202300168505,home,714,1440,726
15493,nts202300169201,home,0,1102,1102
15494,nts202300169201,visit,1102,1188,86
15495,nts202300169201,home,1188,1440,252
15496,nts202300169204,home,0,305,305
15497,nts202300169204,work,305,635,330
15498,nts202300169204,shop,635,706,71
15499,nts202300169204,medical,706,779,73
15500,nts202300169204,home,779,1440,661
15501,nts202300169301,home,0,749,749
15502,nts202300169301,medical,749,876,127
15503,nts202300169301,shop,876,899,23
15504,nts202300169301,home,899,1440,541
15505,nts202300169302,home,0,866,866
15506,nts202300169302,shop,866,905,39
15507,nts202300169302,home,905,1440,535
15508,nts202300169401,home,0,565,565
15509,nts202300169401,work,565,797,232
15510,nts202300169401,home,797,1440,643
15511,nts202300169501,home,0,454,454
15512,nts202300169501,work,454,574,120
15513,nts202300169501,home,574,1440,866
15514,nts202300169502,home,0,1440,1440
15515,nts202300169503,home,0,635,635
15516,nts202300169503,shop,635,695,60
15517,nts202300169503,home,695,1440,745
15518,nts202300169504,home,0,485,485
15519,nts202300169504,escort,485,495,10
15520,nts202300169504,home,495,1440,945
15521,nts202300169601,home,0,1440,1440
15522,nts202300169602,home,0,1440,1440
15523,nts202300169603,home,0,1440,1440
15524,nts202300169604,home,0,538,538
15525,nts202300169604,medical,538,564,26
15526,nts202300169604,visit,564,714,150
15527,nts202300169604,home,714,1440,726
15528,nts202300169605,home,0,343,343
15529,nts202300169605,work,343,809,466
15530,nts202300169605,escort,809,832,23
15531,nts202300169605,visit,832,877,45
15532,nts202300169605,home,877,1440,563
15533,nts202300169606,home,0,467,467
15534,nts202300169606,work,467,1067,600
15535,nts202300169606,home,1067,1440,373
15536,nts202300169701,home,0,460,460
15537,nts202300169701,work,460,793,333
15538,nts202300169701,other,793,879,86
15539,nts202300169701,medical,879,939,60
15540,nts202300169701,home,939,1440,501
15541,nts202300169702,home,0,534,534
15542,nts202300169702,work,534,872,338
15543,nts202300169702,home,872,1440,568
15544,nts202300169703,home,0,1440,1440
15545,nts202300169704,home,0,366,366
15546,nts202300169704,work,366,725,359
15547,nts202300169704,other,725,746,21
15548,nts202300169704,home,746,1440,694
15549,nts202300169705,home,0,836,836
15550,nts202300169705,work,836,1380,544
15551,nts202300169705,home,1380,1440,60
15552,nts202300169706,home,0,1440,1440
15553,nts202300169707,home,0,941,941
15554,nts202300169707,work,941,1380,439
15555,nts202300169707,home,1380,1440,60
15556,nts202300169803,home,0,1440,1440
15557,nts202300169804,home,0,500,500
15558,nts202300169804,medical,500,604,104
15559,nts202300169804,escort,604,662,58
15560,nts202300169804,home,662,1440,778
15561,nts202300169901,home,0,485,485
15562,nts202300169901,work,485,721,236
15563,nts202300169901,home,721,1440,719
15564,nts202300169902,home,0,1246,1246
15565,nts202300169902,escort,1246,1271,25
15566,nts202300169902,home,1271,1440,169
15567,nts202300169903,home,0,520,520
15568,nts202300169903,work,520,812,292
15569,nts202300169903,home,812,1440,628
15570,nts202300169904,home,0,1440,1440
15571,nts202300169905,home,0,803,803
15572,nts202300169905,escort,803,972,169
15573,nts202300169905,visit,972,982,10
15574,nts202300169905,home,982,1440,458
15575,nts202300169906,home,0,1440,1440
15576,nts202300169907,home,0,490,490
15577,nts202300169907,work,490,972,482
15578,nts202300169907,home,972,1440,468
15579,nts202300170001,home,0,725,725
15580,nts202300170001,work,725,834,109
15581,nts202300170001,visit,834,1051,217
15582,nts202300170001,home,1051,1440,389
15583,nts202300170002,home,0,427,427
15584,nts202300170002,work,427,749,322
15585,nts202300170002,shop,749,826,77
15586,nts202300170002,other,826,952,126
15587,nts202300170002,home,952,1440,488
15588,nts202300170003,home,0,366,366
15589,nts202300170003,work,366,817,451
15590,nts202300170003,home,817,1440,623
15591,nts202300170004,home,0,399,399
15592,nts202300170004,escort,399,550,151
15593,nts202300170004,work,550,776,226
15594,nts202300170004,escort,776,835,59
15595,nts202300170004,home,835,1440,605
15596,nts202300170005,home,0,1440,1440
15597,nts202300170006,home,0,421,421
15598,nts202300170006,work,421,714,293
15599,nts202300170006,home,714,1440,726
15600,nts202300170101,home,0,438,438
15601,nts202300170101,work,438,651,213
15602,nts202300170101,home,651,1440,789
15603,nts202300170104,home,0,1440,1440
15604,nts202300170105,home,0,1440,1440
15605,nts202300170106,home,0,619,619
15606,nts202300170106,work,619,995,376
15607,nts202300170106,home,995,1440,445
15608,nts202300170107,home,0,332,332
15609,nts202300170107,work,332,473,141
15610,nts202300170107,visit,473,866,393
15611,nts202300170107,medical,866,876,10
15612,nts202300170107,home,876,1440,564
15613,nts202300170201,home,0,493,493
15614,nts202300170201,work,493,1093,600
15615,nts202300170201,home,1093,1440,347
15616,nts202300170202,home,0,1440,1440
15617,nts202300170203,home,0,411,411
15618,nts202300170203,work,411,997,586
15619,nts202300170203,home,997,1440,443
15620,nts202300170204,home,0,464,464
15621,nts202300170204,work,464,970,506
15622,nts202300170204,home,970,1440,470
15623,nts202300170301,home,0,1440,1440
15624,nts202300170303,home,0,525,525
15625,nts202300170303,work,525,855,330
15626,nts202300170303,home,855,1440,585
15627,nts202300170304,home,0,459,459
15628,nts202300170304,work,459,853,394
15629,nts202300170304,home,853,1440,587
15630,nts202300170305,home,0,1440,1440
15631,nts202300170401,home,0,444,444
15632,nts202300170401,work,444,1044,600
15633,nts202300170401,home,1044,1440,396
15634,nts202300170402,home,0,297,297
15635,nts202300170402,work,297,714,417
15636,nts202300170402,home,714,1440,726
15637,nts202300170403,home,0,463,463
15638,nts202300170403,work,463,791,328
15639,nts202300170403,other,791,998,207
15640,nts202300170403,visit,998,1008,10
15641,nts202300170403,home,1008,1440,432
15642,nts202300170404,home,0,1440,1440
15643,nts202300170405,home,0,478,478
15644,nts202300170405,work,478,847,369
15645,nts202300170405,home,847,1440,593
15646,nts202300170406,home,0,1440,1440
15647,nts202300170407,home,0,1440,1440
15648,nts202300170501,home,0,1440,1440
15649,nts202300170502,home,0,523,523
15650,nts202300170502,work,523,1123,600
15651,nts202300170502,home,1123,1440,317
15652,nts202300170503,home,0,509,509
15653,nts202300170503,work,509,630,121
15654,nts202300170503,home,630,1440,810
15655,nts202300170504,home,0,723,723
15656,nts202300170504,work,723,852,129
15657,nts202300170504,home,852,1440,588
15658,nts202300170505,home,0,1440,1440
15659,nts202300170506,home,0,1440,1440
15660,nts202300170507,home,0,431,431
15661,nts202300170507,work,431,945,514
15662,nts202300170507,home,945,1440,495
15663,nts202300170601,home,0,356,356
15664,nts202300170601,work,356,807,451
15665,nts202300170601,home,807,1440,633
15666,nts202300170602,home,0,315,315
15667,nts202300170602,work,315,745,430
15668,nts202300170602,home,745,1440,695
15669,nts202300170603,home,0,922,922
15670,nts202300170603,work,922,1193,271
15671,nts202300170603,home,1193,1440,247
15672,nts202300170604,home,0,492,492
15673,nts202300170604,work,492,868,376
15674,nts202300170604,home,868,1440,572
15675,nts202300170605,home,0,569,569
15676,nts202300170605,work,569,1053,484
15677,nts202300170605,home,1053,1440,387
15678,nts202300170607,home,0,1440,1440
15679,nts202300170901,home,0,320,320
15680,nts202300170901,work,320,648,328
15681,nts202300170901,home,648,1440,792
15682,nts202300170902,home,0,413,413
15683,nts202300170902,work,413,980,567
15684,nts202300170902,home,980,1440,460
15685,nts202300170903,home,0,344,344
15686,nts202300170903,work,344,621,277
15687,nts202300170903,home,621,1440,819
15688,nts202300170904,home,0,1440,1440
15689,nts202300170905,home,0,478,478
15690,nts202300170905,work,478,855,377
15691,nts202300170905,home,855,1440,585
15692,nts202300170906,home,0,477,477
15693,nts202300170906,work,477,1077,600
15694,nts202300170906,home,1077,1440,363
15695,nts202300170907,home,0,531,531
15696,nts202300170907,work,531,1016,485
15697,nts202300170907,home,1016,1440,424
15698,nts202300171001,home,0,523,523
15699,nts202300171001,work,523,1019,496
15700,nts202300171001,home,1019,1440,421
15701,nts202300171002,home,0,662,662
15702,nts202300171002,visit,662,838,176
15703,nts202300171002,escort,838,848,10
15704,nts202300171002,other,848,858,10
15705,nts202300171002,home,858,1440,582
15706,nts202300171003,home,0,444,444
15707,nts202300171003,work,444,1044,600
15708,nts202300171003,home,1044,1440,396
15709,nts202300171004,home,0,1440,1440
15710,nts202300171005,home,0,479,479
15711,nts202300171005,work,479,1079,600
15712,nts202300171005,home,1079,1440,361
15713,nts202300171101,home,0,906,906
15714,nts202300171101,medical,906,1014,108
15715,nts202300171101,home,1014,1440,426
15716,nts202300171201,home,0,584,584
15717,nts202300171201,work,584,796,212
15718,nts202300171201,home,796,1440,644
15719,nts202300171202,home,0,254,254
15720,nts202300171202,work,254,422,168
15721,nts202300171202,home,422,1440,1018
15722,nts202300171203,home,0,652,652
15723,nts202300171203,work,652,792,140
15724,nts202300171203,home,792,1440,648
15725,nts202300171204,home,0,595,595
15726,nts202300171204,work,595,774,179
15727,nts202300171204,home,774,1440,666
15728,nts202300171205,home,0,838,838
15729,nts202300171205,medical,838,904,66
15730,nts202300171205,visit,904,941,37
15731,nts202300171205,home,941,1440,499
15732,nts202300171206,home,0,1440,1440
15733,nts202300171301,home,0,881,881
15734,nts202300171301,medical,881,1057,176
15735,nts202300171301,escort,1057,1067,10
15736,nts202300171301,visit,1067,1077,10
15737,nts202300171301,home,1077,1440,363
15738,nts202300171302,home,0,804,804
15739,nts202300171302,work,804,1033,229
15740,nts202300171302,home,1033,1440,407
15741,nts202300171304,home,0,718,718
15742,nts202300171304,shop,718,845,127
15743,nts202300171304,work,845,1017,172
15744,nts202300171304,home,1017,1440,423
15745,nts202300171401,home,0,1440,1440
15746,nts202300171402,home,0,618,618
15747,nts202300171402,work,618,808,190
15748,nts202300171402,home,808,1440,632
15749,nts202300171403,home,0,558,558
15750,nts202300171403,work,558,879,321
15751,nts202300171403,home,879,1440,561
15752,nts202300171404,home,0,589,589
15753,nts202300171404,work,589,1074,485
15754,nts202300171404,home,1074,1440,366
15755,nts202300171405,home,0,685,685
15756,nts202300171405,shop,685,861,176
15757,nts202300171405,home,861,1440,579
15758,nts202300171406,home,0,1440,1440
15759,nts202300171407,home,0,1440,1440
15760,nts202300171501,home,0,394,394
15761,nts202300171501,work,394,599,205
15762,nts202300171501,home,599,1440,841
15763,nts202300171502,home,0,823,823
15764,nts202300171502,medical,823,890,67
15765,nts202300171502,home,890,1440,550
15766,nts202300171503,home,0,562,562
15767,nts202300171503,escort,562,599,37
15768,nts202300171503,home,599,1440,841
15769,nts202300171504,home,0,1440,1440
15770,nts202300171506,home,0,576,576
15771,nts202300171506,medical,576,633,57
15772,nts202300171506,home,633,1440,807
15773,nts202300171507,home,0,615,615
15774,nts202300171507,work,615,846,231
15775,nts202300171507,home,846,1440,594
15776,nts202300171601,home,0,455,455
15777,nts202300171601,work,455,534,79
15778,nts202300171601,medical,534,887,353
15779,nts202300171601,home,887,1440,553
15780,nts202300171603,home,0,765,765
15781,nts202300171603,work,765,1092,327
15782,nts202300171603,home,1092,1440,348
15783,nts202300171605,home,0,1440,1440
15784,nts202300171606,home,0,856,856
15785,nts202300171606,work,856,1070,214
15786,nts202300171606,home,1070,1440,370
15787,nts202300171701,home,0,1440,1440
15788,nts202300171703,home,0,515,515
15789,nts202300171703,work,515,1038,523
15790,nts202300171703,home,1038,1440,402
15791,nts202300171705,home,0,643,643
15792,nts202300171705,other,643,819,176
15793,nts202300171705,home,819,1440,621
15794,nts202300171706,home,0,1440,1440
15795,nts202300171801,home,0,1440,1440
15796,nts202300171802,home,0,672,672
15797,nts202300171802,work,672,861,189
15798,nts202300171802,home,861,1440,579
15799,nts202300171901,home,0,1440,1440
15800,nts202300171902,home,0,650,650
15801,nts202300171902,work,650,818,168
15802,nts202300171902,home,818,1440,622
15803,nts202300171903,home,0,532,532
15804,nts202300171903,work,532,853,321
15805,nts202300171903,home,853,1440,587
15806,nts202300172001,home,0,410,410
15807,nts202300172001,work,410,855,445
15808,nts202300172001,home,855,1440,585
15809,nts202300172002,home,0,660,660
15810,nts202300172002,work,660,968,308
15811,nts202300172002,home,968,1440,472
15812,nts202300172003,home,0,460,460
15813,nts202300172003,work,460,877,417
15814,nts202300172003,visit,877,898,21
15815,nts202300172003,medical,898,936,38
15816,nts202300172003,home,936,1440,504
15817,nts202300172004,home,0,507,507
15818,nts202300172004,escort,507,522,15
15819,nts202300172004,home,522,1440,918
15820,nts202300172005,home,0,414,414
15821,nts202300172005,medical,414,517,103
15822,nts202300172005,home,517,1440,923
15823,nts202300172006,home,0,932,932
15824,nts202300172006,work,932,1256,324
15825,nts202300172006,home,1256,1440,184
15826,nts202300172101,home,0,467,467
15827,nts202300172101,work,467,889,422
15828,nts202300172101,home,889,1440,551
15829,nts202300172102,home,0,437,437
15830,nts202300172102,work,437,1037,600
15831,nts202300172102,home,1037,1440,403
15832,nts202300172103,home,0,880,880
15833,nts202300172103,work,880,1380,500
15834,nts202300172103,home,1380,1440,60
15835,nts202300172104,home,0,441,441
15836,nts202300172104,work,441,950,509
15837,nts202300172104,home,950,1440,490
15838,nts202300172201,home,0,502,502
15839,nts202300172201,work,502,767,265
15840,nts202300172201,home,767,1440,673
15841,nts202300172202,home,0,433,433
15842,nts202300172202,work,433,616,183
15843,nts202300172202,shop,616,912,296
15844,nts202300172202,home,912,1440,528
15845,nts202300172203,home,0,462,462
15846,nts202300172203,work,462,723,261
15847,nts202300172203,home,723,1440,717
15848,nts202300172204,home,0,480,480
15849,nts202300172204,work,480,998,518
15850,nts202300172204,home,998,1440,442
15851,nts202300172205,home,0,1440,1440
15852,nts202300172301,home,0,446,446
15853,nts202300172301,work,446,754,308
15854,nts202300172301,home,754,1440,686
15855,nts202300172302,home,0,1108,1108
15856,nts202300172302,work,1108,1281,173
15857,nts202300172302,home,1281,1440,159
15858,nts202300172303,home,0,772,772
15859,nts202300172303,work,772,959,187
15860,nts202300172303,home,959,1440,481
15861,nts202300173101,home,0,386,386
15862,nts202300173101,work,386,509,123
15863,nts202300173101,home,509,1440,931
15864,nts202300173102,home,0,633,633
15865,nts202300173102,shop,633,809,176
15866,nts202300173102,escort,809,819,10
15867,nts202300173102,home,819,1440,621
15868,nts202300173103,home,0,1440,1440
15869,nts202300173104,home,0,548,548
15870,nts202300173104,work,548,1148,600
15871,nts202300173104,home,1148,1440,292
15872,nts202300173201,home,0,648,648
15873,nts202300173201,work,648,1248,600
15874,nts202300173201,home,1248,1440,192
15875,nts202300173202,home,0,516,516
15876,nts202300173202,work,516,793,277
15877,nts202300173202,home,793,1440,647
15878,nts202300173203,home,0,1440,1440
15879,nts202300173204,home,0,563,563
15880,nts202300173204,work,563,886,323
15881,nts202300173204,home,886,1440,554
